time,score,anomaly
2026-04-06T00:00:00+00:00,0.47025335734214335,False
2026-07-21T00:00:00+00:00,0.4669196923868383,False
2026-04-03T00:00:00+00:00,0.46666916066997044,False
2026-01-16T00:00:00+00:00,0.4640177135493107,False
2026-07-18T00:00:00+00:00,0.46359278060693565,False
2026-03-11T00:00:00+00:00,0.4598478322576727,False
2026-05-28T00:00:00+00:00,0.457985506695723,False
2026-03-15T00:00:00+00:00,0.455664317852896,False
2026-03-29T00:00:00+00:00,0.4524868019487718,False
2026-01-25T00:00:00+00:00,0.44801837864510996,False
2026-03-21T00:00:00+00:00,0.4469581768485835,False
2026-03-17T00:00:00+00:00,0.4436141553155901,False
2026-03-07T00:00:00+00:00,0.44348247574356153,False
2026-06-03T00:00:00+00:00,0.4433525845496534,False
2026-04-05T00:00:00+00:00,0.44322464019730606,False
2026-06-24T00:00:00+00:00,0.44227805987520513,False
2026-03-30T00:00:00+00:00,0.4414308426738449,False
2026-06-10T00:00:00+00:00,0.44029485773000854,False
2026-06-02T00:00:00+00:00,0.4396163039809378,False
2026-01-21T00:00:00+00:00,0.43891845935377516,False
2026-05-19T00:00:00+00:00,0.4388358869038608,False
2026-03-20T00:00:00+00:00,0.43756471379625206,False
2026-06-25T00:00:00+00:00,0.43724900006796036,False
2026-06-28T00:00:00+00:00,0.43720980948527743,False
2026-07-25T00:00:00+00:00,0.43660077418200177,False
2026-06-06T00:00:00+00:00,0.43633068176120193,False
2026-03-02T00:00:00+00:00,0.4359799564121351,False
2026-07-20T00:00:00+00:00,0.43557839096651063,False
2026-01-04T00:00:00+00:00,0.4348140300058558,False
2026-05-20T00:00:00+00:00,0.4348090182482614,False
2026-06-16T00:00:00+00:00,0.4346195710022546,False
2026-05-26T00:00:00+00:00,0.4333391570939279,False
2026-06-04T00:00:00+00:00,0.43299092978797804,False
2026-02-11T00:00:00+00:00,0.43223147702453024,False
2026-06-15T00:00:00+00:00,0.43220079426928404,False
2026-03-13T00:00:00+00:00,0.43213169924489686,False
2026-02-21T00:00:00+00:00,0.43191914556445604,False
2026-02-20T00:00:00+00:00,0.43140370017077495,False
2026-05-30T00:00:00+00:00,0.43130492344421295,False
2026-02-02T00:00:00+00:00,0.4309028979335472,False
2026-06-26T00:00:00+00:00,0.4307737024242188,False
2026-04-07T00:00:00+00:00,0.4304593446260449,False
2026-07-12T00:00:00+00:00,0.4303728441055334,False
2026-04-04T00:00:00+00:00,0.4303470927014689,False
2026-03-16T00:00:00+00:00,0.43030828330589765,False
2026-07-01T00:00:00+00:00,0.4302796526280957,False
2026-03-24T00:00:00+00:00,0.4298022019433039,False
2026-05-27T00:00:00+00:00,0.4294396930911512,False
2026-03-31T00:00:00+00:00,0.42934524781589817,False
2026-04-09T00:00:00+00:00,0.4290415219611398,False
2026-05-23T00:00:00+00:00,0.42897915243339513,False
2026-07-28T00:00:00+00:00,0.42861208124043915,False
2026-06-07T00:00:00+00:00,0.4280701582502356,False
2026-07-05T00:00:00+00:00,0.4280490467380704,False
2026-01-24T00:00:00+00:00,0.42795658330583636,False
2026-02-07T00:00:00+00:00,0.4279329328677243,False
2026-06-19T00:00:00+00:00,0.42764947774200446,False
2026-06-11T00:00:00+00:00,0.4273554454218349,False
2026-03-28T00:00:00+00:00,0.4273430581118645,False
2026-02-08T00:00:00+00:00,0.42723913831202737,False
2026-06-08T00:00:00+00:00,0.42723793404627464,False
2026-03-14T00:00:00+00:00,0.42717686125274884,False
2026-01-29T00:00:00+00:00,0.42712291362756016,False
2026-03-10T00:00:00+00:00,0.42706966259401047,False
2026-06-05T00:00:00+00:00,0.4269541184683399,False
2026-04-01T00:00:00+00:00,0.4267897082973997,False
2026-06-13T00:00:00+00:00,0.4267671900895756,False
2026-02-04T00:00:00+00:00,0.4264814542411345,False
2026-05-31T00:00:00+00:00,0.4262288155019499,False
2026-03-18T00:00:00+00:00,0.4257880597788836,False
2026-06-17T00:00:00+00:00,0.42539474406865035,False
2026-02-03T00:00:00+00:00,0.4253327582794517,False
2026-05-22T00:00:00+00:00,0.4252209718479489,False
2026-01-03T00:00:00+00:00,0.4249848305582376,False
2026-06-01T00:00:00+00:00,0.42488726580150127,False
2026-01-30T00:00:00+00:00,0.42473387079636116,False
2026-05-21T00:00:00+00:00,0.4245880413477509,False
2026-02-16T00:00:00+00:00,0.4245855008680539,False
2026-02-19T00:00:00+00:00,0.42383913546111834,False
2026-01-28T00:00:00+00:00,0.42383065085163957,False
2026-06-09T00:00:00+00:00,0.422872931282535,False
2026-02-25T00:00:00+00:00,0.42282884670535137,False
2026-01-26T00:00:00+00:00,0.42264446085672686,False
2026-07-24T00:00:00+00:00,0.4225785095804595,False
2026-02-22T00:00:00+00:00,0.42243438970312336,False
2026-01-05T00:00:00+00:00,0.4223925529548734,False
2026-06-18T00:00:00+00:00,0.42178266319808033,False
2026-07-04T00:00:00+00:00,0.4209858155811832,False
2026-07-14T00:00:00+00:00,0.42094295657367603,False
2026-06-21T00:00:00+00:00,0.42064786933010406,False
2026-07-22T00:00:00+00:00,0.42043290761553775,False
2026-07-27T00:00:00+00:00,0.4201021284540847,False
2026-02-15T00:00:00+00:00,0.4200173385083252,False
2026-07-07T00:00:00+00:00,0.4196620052111711,False
2026-02-14T00:00:00+00:00,0.4192574124016353,False
2026-05-25T00:00:00+00:00,0.41873135269706585,False
2026-06-12T00:00:00+00:00,0.41873135269706585,False
2026-06-14T00:00:00+00:00,0.4186489191177092,False
2026-01-27T00:00:00+00:00,0.41824786692808924,False
2026-06-22T00:00:00+00:00,0.4180650026657567,False
2026-07-23T00:00:00+00:00,0.4180362008871501,False
2026-02-24T00:00:00+00:00,0.41756547929060905,False
2026-05-24T00:00:00+00:00,0.41748077332636946,False
2026-02-09T00:00:00+00:00,0.41734382120857594,False
2026-06-29T00:00:00+00:00,0.41713227470478936,False
2026-01-06T00:00:00+00:00,0.41712324861895705,False
2026-02-26T00:00:00+00:00,0.41660783834488246,False
2026-07-08T00:00:00+00:00,0.41635339959859025,False
2026-02-13T00:00:00+00:00,0.41595530001995745,False
2026-04-02T00:00:00+00:00,0.41589524928145266,False
2026-06-23T00:00:00+00:00,0.415811644655839,False
2026-02-18T00:00:00+00:00,0.41562058859622125,False
2026-02-12T00:00:00+00:00,0.4154864096724574,False
2026-07-03T00:00:00+00:00,0.4149093726085683,False
2026-07-26T00:00:00+00:00,0.41470653339861274,False
2026-05-29T00:00:00+00:00,0.4145544600544188,False
2026-02-17T00:00:00+00:00,0.41419853968048603,False
2026-02-06T00:00:00+00:00,0.4139761404745982,False
2026-07-02T00:00:00+00:00,0.4136680151375069,False
2026-02-23T00:00:00+00:00,0.4135029488169205,False
2026-01-07T00:00:00+00:00,0.4134720204376244,False
2026-07-13T00:00:00+00:00,0.4132523489780941,False
2026-07-10T00:00:00+00:00,0.4116613450907375,False
2026-04-08T00:00:00+00:00,0.41148277451018883,False
2026-07-06T00:00:00+00:00,0.41115724269111115,False
2026-07-09T00:00:00+00:00,0.41054334949105825,False
2026-07-11T00:00:00+00:00,0.41054334949105825,False
2026-07-16T00:00:00+00:00,0.41044411498129363,False
2026-06-20T00:00:00+00:00,0.4102555045310852,False
2026-06-30T00:00:00+00:00,0.4094875023356111,False
2026-07-15T00:00:00+00:00,0.4085900470486945,False
2026-07-17T00:00:00+00:00,0.40787386687084876,False
2026-02-05T00:00:00+00:00,0.40753050319476475,False
